"name","ipadd4","ipadd6","cluster","portgroup","privnet","mac","dhcpfqdn","vcenter","datastore"
"gb-glo-sgng2zz208-01","77.68.19.118","2a00:da00:181f:8000:0000:0000:0000:0107","internal","vmvlan304","","00:50:56:bb:3d:95","glo2-dhcp1.por-ngcs.lan","glo-intvc2","ds_int1_net1_01"
