"name","vcenter","site","ipadd4","ipadd6","cluster","datastore","portgroup","privnet","mac","dhcpfqdn"
"gb-glo-sgngdzz02-01","glo-intvc2.por-ngcs.lan","glo","77.68.19.54","2a00:da00:181f:8000::63","internal","ds_int1_net1_01","hypinfravlan195","dummy","",""
"gb-glo-sgngdzz02-02","glo-intvc2.por-ngcs.lan","glo","77.68.19.55","2a00:da00:181f:8000::64","internal","ds_int2_net2_01","hypinfravlan195","dummy","",""
