"name","ipadd4","ipadd6","cluster","portgroup","privnet","mac","dhcpfqdn"
"de-ber-rsng1zz06-01","85.215.111.20","2a01:239:181f:8000::3","ber1-network","nws-vmvlan311","nws-dummy","00:50:56:8c:0c:85","ber1-dhcp1.por-ngcs.lan"
"de-ber-rsng1zz06-02","85.215.111.21","2a01:239:181f:8000::4","ber1-network","nws-vmvlan311","nws-dummy","00:50:56:8c:18:97","ber1-dhcp1.por-ngcs.lan"
